model,model_2,brand,product,product_parent,product_lang,file_urls,type,url,thumb,source,brand_category
DEC2450FI,,Sub-Zero,"24"" Designer Column Freezer with Ice Maker - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/24-inch-integrated-column-freezer-ice-maker-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/dec2450fi/dec2450fi.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650RID/O,,Sub-Zero,"36"" Classic Refrigerator with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-refrigerator-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650rid-o/cl3650rid-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DEC3050RID,,Sub-Zero,"30"" Designer Column Refrigerator with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/30-inch-integrated-column-refrigerator-internal-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/dec3050rid/dec3050rid.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650UFDID/O,,Sub-Zero,"36"" Classic French Door Refrigerator/Freezer with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-french-door-refrigerator-freezer-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650ufdid-o/cl3650ufdi.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DEC2450R,,Sub-Zero,"24"" Designer Column Refrigerator - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/24-inch-integrated-column-refrigerator-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/dec2450r/dec2450r.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4250UFDID/O,,Sub-Zero,"42"" Classic French Door Refrigerator/Freezer with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/42-inch-built-in-french-door-refrigerator-freezer-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4250ufdid-o/cl4250ufdi.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4250S/O,,Sub-Zero,"42"" Classic Side-by-Side Refrigerator/Freezer - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/42-inch-built-in-side-by-side-refrigerator-freezer-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4250s-o/cl4250s-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4250SD/O,,Sub-Zero,"42"" Classic Side-by-Side Refrigerator/Freezer with Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/42-inch-built-in-side-by-side-refrigerator-freezer-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4250sd-o/cl4250sd-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4250SID/O,,Sub-Zero,"42"" Classic Side-by-Side Refrigerator/Freezer with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/42-inch-built-in-side-by-side-refrigerator-freezer-internal-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4250sid-o/cl4250sid-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4250UFD/O,,Sub-Zero,"42"" Classic French Door Refrigerator/Freezer - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/42-inch-built-in-french-door-refrigerator-freezer-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4250ufd-o/cl4250ufd-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4850SD/O,,Sub-Zero,"48"" Classic Side-by-Side Refrigerator/Freezer with Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/48-inch-built-in-side-by-side-refrigerator-freezer-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4850sd-o/cl4850sd-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4850UFDID/O,,Sub-Zero,"48"" Classic French Door Refrigerator/Freezer with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/48-inch-built-in-french-door-refrigerator-freezer-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4850ufdid-o/cl4850ufdi.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4850SID/O,,Sub-Zero,"48"" Classic Side-by-Side Refrigerator/Freezer with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/48-inch-built-in-side-by-side-refrigerator-freezer-internal-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4850sid-o/cl4850sid-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650R/O,,Sub-Zero,"36"" Classic Refrigerator - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-refrigerator-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650r-o/cl3650r-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4850S/O,,Sub-Zero,"48"" Classic Side-by-Side Refrigerator/Freezer - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/48-inch-built-in-side-by-side-refrigerator-freezer-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4850s-o/cl4850s-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650UID/O,,Sub-Zero,"36"" Classic Over-and-Under Refrigerator/Freezer with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-over-under-refrigerator-freezer-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650uid-o/cl3650uid-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650U/O,,Sub-Zero,"36"" Classic Over-and-Under Refrigerator/Freezer - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-over-under-refrigerator-freezer-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650u-o/cl3650u-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3050UID/O,,Sub-Zero,"30"" Classic Over-and-Under Refrigerator/Freezer with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/30-inch-built-in-over-under-refrigerator-freezer-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3050uid-o/cl3050uid-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650F/O,,Sub-Zero,"36"" Classic Freezer - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-freezer-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650f-o/cl3650f-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3050UG/O,,Sub-Zero,"30"" Classic Over-and-Under Refrigerator/Freezer with Glass Door - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/30-inch-built-in-over-under-glass-door-refrigerator-freezer-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3050ug-o/cl3050ug-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650RG/O,,Sub-Zero,"36"" Classic Refrigerator with Glass Door - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-glass-door-refrigerator-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650rg-o/cl3650rg-o.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650UFD/O,,Sub-Zero,"36"" Classic French Door Refrigerator/Freezer - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-french-door-refrigerator-freezer-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650ufd-o/cl3650ufd-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DET3050CI,,Sub-Zero,"30"" Designer Over-and-Under Refrigerator/Freezer with Ice Maker - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/30-inch-integrated-over-under-refrigerator-freezer-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/det3050ci/det3050ci.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DEC3650FI,,Sub-Zero,"36"" Designer Column Freezer with Ice Maker - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/36-inch-integrated-column-freezer-ice-maker-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/dec3650fi/dec3650fi.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DET3650RID,,Sub-Zero,"36"" Designer Over-and-Under Refrigerator Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/36-inch-integrated-over-under-refrigerator-internal-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/det3650rid/det3650rid.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DEC1850FI,,Sub-Zero,"18"" Designer Column Freezer with Ice Maker - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/18-inch-integrated-column-freezer-ice-maker-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/dec1850fi/dec1850fi.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DET3050RID,,Sub-Zero,"30"" Designer Over-and-Under Refrigerator with Internal Dispenser - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/30-inch-integrated-over-under-refrigerator-internal-dispenser-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/det3050rid/det3050rid.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DET3650CI,,Sub-Zero,"36"" Designer Over-and-Under Refrigerator/Freezer with Ice Maker - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/36-inch-integrated-over-under-refrigerator-freezer-ice-maker-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/det3650ci/det3650ci.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DET3650R,,Sub-Zero,"36"" Designer Over-and-Under Refrigerator - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/36-inch-integrated-over-under-refrigerator-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/det3650r/det3650r.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650UFDID/S,,Sub-Zero,"36"" Classic French Door Refrigerator/Freezer with Internal Dispenser",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-french-door-refrigerator-freezer-dispenser,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650ufdid-s/cl3650ufdi.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
DET3050R,,Sub-Zero,"30"" Designer Over-and-Under Refrigerator - Panel Ready",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/designer-series-use-and-care-guide.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/integrated-fridges/30-inch-integrated-over-under-refrigerator-panel-ready,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/det3050r/det3050r.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650RID/S,,Sub-Zero,"36"" Classic Refrigerator with Internal Dispenser",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-refrigerator-dispenser,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650rid-s/cl3650rid-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4850UFD/S,,Sub-Zero,"48"" Classic French Door Refrigerator/Freezer",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/48-inch-built-in-french-door-refrigerator-freezer,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4850ufd-s/cl4850ufd-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650UG/S,,Sub-Zero,"36"" Classic Over-and-Under Refrigerator/Freezer with Glass Door",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-over-under-glass-door-refrigerator-freezer,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650ug-s/cl3650ug-s.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4250UFD/S,,Sub-Zero,"42"" Classic French Door Refrigerator/Freezer",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/42-inch-built-in-french-door-refrigerator-freezer,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4250ufd-s/cl4250ufd-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4850SD/S,,Sub-Zero,"48"" Classic Side-by-Side Refrigerator/Freezer with Dispenser",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/48-inch-built-in-side-by-side-refrigerator-freezer-dispenser,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4850sd-s/cl4850sd-s.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL4250S/S,,Sub-Zero,"42"" Classic Side-by-Side Refrigerator/Freezer",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/42-inch-built-in-side-by-side-refrigerator-freezer,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl4250s-s/cl4250s-s.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650F/S,,Sub-Zero,"36"" Classic Freezer",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-freezer,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650f-s/cl3650f-s.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3050U/S,,Sub-Zero,"30"" Classic Over-and-Under Refrigerator/Freezer",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/30-inch-built-in-over-under-refrigerator-freezer,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3050u-s/cl3050u-s.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
CL3650UID/S,,Sub-Zero,"36"" Classic Over-and-Under Refrigerator/Freezer with Internal Dispenser",,en,https://www.subzero-wolf.com//-/media/files/united-states/product-downloads/sub-zero-wolf/use-and-care/sub-zero/classic_ucg.pdf,Use and Care Guide,https://www.subzero-wolf.com/sub-zero/full-size-refrigeration/builtin-refrigerators/36-inch-built-in-over-under-refrigerator-freezer-dispenser,https://www.subzero-wolf.com/trade-resources/product-specifications/product-specifications-detail/-/media/images/united-states/dynamic-images/cl3650uid-s/cl3650uid-.png,"Sub-Zero, Wolf, and Cove | Kitchen Appliances that Inspire",sub-zero
